Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_049744075.1_ASM4974407v1_genomic,GCA_049744095.1_ASM4974409v1_genomic,GCA_049744115.1_ASM4974411v1_genomic,GCA_049744195.1_ASM4974419v1_genomic,GCA_049744215.1_ASM4974421v1_genomic,GCA_049744235.1_ASM4974423v1_genomic,GCA_049744295.1_ASM4974429v1_genomic,GCA_049744305.1_ASM4974430v1_genomic,GCA_049744355.1_ASM4974435v1_genomic,GCA_049744415.1_ASM4974441v1_genomic,GCA_049744425.1_ASM4974442v1_genomic,GCA_049744475.1_ASM4974447v1_genomic,GCA_049744535.1_ASM4974453v1_genomic,GCA_049744555.1_ASM4974455v1_genomic,GCA_049744575.1_ASM4974457v1_genomic,GCA_049744655.1_ASM4974465v1_genomic,GCA_049744675.1_ASM4974467v1_genomic,GCA_049744695.1_ASM4974469v1_genomic,GCA_049744775.1_ASM4974477v1_genomic,GCA_049744795.1_ASM4974479v1_genomic,GCA_049744815.1_ASM4974481v1_genomic,GCA_049744875.1_ASM4974487v1_genomic,GCA_049744915.1_ASM4974491v1_genomic,GCA_049744935.1_ASM4974493v1_genomic,GCA_049744995.1_ASM4974499v1_genomic,GCA_049745015.1_ASM4974501v1_genomic,GCA_049745055.1_ASM4974505v1_genomic,GCA_049745115.1_ASM4974511v1_genomic,GCA_049745135.1_ASM4974513v1_genomic,GCA_049745155.1_ASM4974515v1_genomic,GCA_049745215.1_ASM4974521v1_genomic,GCA_049745255.1_ASM4974525v1_genomic,GCA_049745275.1_ASM4974527v1_genomic,GCA_049745315.1_ASM4974531v1_genomic,GCA_049745375.1_ASM4974537v1_genomic,GCA_049745395.1_ASM4974539v1_genomic
group_348,lrgB,Putative effector of murein hydrolase,36,36,1.0,1,1738,,,,690,690,690.0,PELDJG_20495,IDBKBP_16630,LPINFE_18405,ECBHDB_20735,DADOMI_19485,ELDHGE_17580,MDPJHN_13600,HFNKEK_17595,AIPMEA_17175,AKMJEK_17360,PAKNIB_17395,NPKKGL_17585,NCNPLN_15870,HICFFN_17865,PDGMNN_18360,LNCDGL_18130,MOCNOJ_17440,MBAGMH_16365,FCFEDA_17865,KIAGOF_17595,LGENEP_16775,BOACPM_18260,GEHLKP_17115,HGDNEH_16615,KDBOED_17710,CCFJDI_20335,OJCCDD_16160,MLAAMA_18145,OHBKOH_16350,CMGKAF_15565,BMJMLA_16295,OMOEPE_18525,CODKGK_15935,CMJGGH_17435,JAPNBN_17090,GMMDCK_14215
trmH,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,36,36,1.0,1,1737,,,,690,690,690.0,PELDJG_13780,IDBKBP_14090,LPINFE_13630,ECBHDB_12135,DADOMI_12675,ELDHGE_14070,MDPJHN_15545,HFNKEK_15055,AIPMEA_13665,AKMJEK_13850,PAKNIB_13890,NPKKGL_14080,NCNPLN_16480,HICFFN_08825,PDGMNN_14085,LNCDGL_13860,MOCNOJ_14895,MBAGMH_19685,FCFEDA_14360,KIAGOF_14090,LGENEP_14275,BOACPM_12775,GEHLKP_14565,HGDNEH_15725,KDBOED_15190,CCFJDI_14410,OJCCDD_13640,MLAAMA_17255,OHBKOH_13830,CMGKAF_16540,BMJMLA_13785,OMOEPE_23430,CODKGK_13420,CMJGGH_14875,JAPNBN_14570,GMMDCK_15195
phoB,phoB,phosphate response regulator transcription factor PhoB,36,36,1.0,1,1736,,,,690,690,690.0,PELDJG_11925,IDBKBP_09005,LPINFE_07950,ECBHDB_06675,DADOMI_09810,ELDHGE_08985,MDPJHN_08865,HFNKEK_05385,AIPMEA_08825,AKMJEK_09005,PAKNIB_08825,NPKKGL_09005,NCNPLN_10685,HICFFN_10370,PDGMNN_09010,LNCDGL_08005,MOCNOJ_08830,MBAGMH_08825,FCFEDA_10675,KIAGOF_05570,LGENEP_12445,BOACPM_08820,GEHLKP_11345,HGDNEH_05650,KDBOED_10420,CCFJDI_10170,OJCCDD_08000,MLAAMA_09055,OHBKOH_09315,CMGKAF_08375,BMJMLA_10745,OMOEPE_04630,CODKGK_10595,CMJGGH_09055,JAPNBN_10340,GMMDCK_09750
modB,modB,molybdate ABC transporter permease subunit,36,36,1.0,1,1735,,,,690,690,690.0,PELDJG_07410,IDBKBP_12680,LPINFE_06250,ECBHDB_07430,DADOMI_08005,ELDHGE_12660,MDPJHN_11175,HFNKEK_03460,AIPMEA_12270,AKMJEK_12450,PAKNIB_12495,NPKKGL_12685,NCNPLN_12985,HICFFN_13810,PDGMNN_12690,LNCDGL_11445,MOCNOJ_12515,MBAGMH_12300,FCFEDA_12965,KIAGOF_03645,LGENEP_10565,BOACPM_15165,GEHLKP_12105,HGDNEH_03635,KDBOED_12725,CCFJDI_10930,OJCCDD_10295,MLAAMA_13355,OHBKOH_10305,CMGKAF_11940,BMJMLA_09245,OMOEPE_07715,CODKGK_07355,CMJGGH_11365,JAPNBN_11100,GMMDCK_10515
cysA,cysA,ABC-type sulfate/molybdate transport systems ATPase component,36,36,1.0,1,1734,,,,690,690,690.0,PELDJG_01640,IDBKBP_01640,LPINFE_01640,ECBHDB_01430,DADOMI_01155,ELDHGE_01620,MDPJHN_01640,HFNKEK_01640,AIPMEA_01640,AKMJEK_01640,PAKNIB_01640,NPKKGL_01640,NCNPLN_01640,HICFFN_01420,PDGMNN_01640,LNCDGL_01640,MOCNOJ_01640,MBAGMH_01640,FCFEDA_01635,KIAGOF_01640,LGENEP_01640,BOACPM_01640,GEHLKP_01580,HGDNEH_01640,KDBOED_01635,CCFJDI_01745,OJCCDD_01155,MLAAMA_01640,OHBKOH_03770,CMGKAF_01155,BMJMLA_01155,OMOEPE_06285,CODKGK_01640,CMJGGH_01640,JAPNBN_01580,GMMDCK_01155
nanE,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,36,36,1.0,1,1733,,,,690,690,690.0,PELDJG_00295,IDBKBP_00295,LPINFE_00295,ECBHDB_00080,DADOMI_20935,ELDHGE_00280,MDPJHN_00295,HFNKEK_00295,AIPMEA_00295,AKMJEK_00295,PAKNIB_00295,NPKKGL_00295,NCNPLN_00295,HICFFN_00075,PDGMNN_00295,LNCDGL_00295,MOCNOJ_00295,MBAGMH_00295,FCFEDA_00295,KIAGOF_00295,LGENEP_00295,BOACPM_00295,GEHLKP_00235,HGDNEH_00295,KDBOED_00290,CCFJDI_08265,OJCCDD_20430,MLAAMA_00295,OHBKOH_20045,CMGKAF_20775,BMJMLA_19950,OMOEPE_13230,CODKGK_00295,CMJGGH_00295,JAPNBN_00235,GMMDCK_20575
ycaP,ycaP,DUF421 domain-containing protein,36,36,1.0,1,1731,,,,693,693,693.0,PELDJG_15775,IDBKBP_16100,LPINFE_20685,ECBHDB_14930,DADOMI_15480,ELDHGE_17045,MDPJHN_17530,HFNKEK_17065,AIPMEA_16640,AKMJEK_16825,PAKNIB_16865,NPKKGL_17055,NCNPLN_18465,HICFFN_17330,PDGMNN_17060,LNCDGL_16830,MOCNOJ_16905,MBAGMH_15830,FCFEDA_17330,KIAGOF_17065,LGENEP_15395,BOACPM_17730,GEHLKP_16585,HGDNEH_10980,KDBOED_17180,CCFJDI_20920,OJCCDD_15625,MLAAMA_10395,OHBKOH_15815,CMGKAF_18520,BMJMLA_15765,OMOEPE_02610,CODKGK_15405,CMJGGH_16905,JAPNBN_16560,GMMDCK_17225
group_346,,Outer membrane protein,36,36,1.0,1,1730,,,,693,693,693.0,PELDJG_14730,IDBKBP_15060,LPINFE_14955,ECBHDB_13885,DADOMI_14440,ELDHGE_16005,MDPJHN_16490,HFNKEK_16025,AIPMEA_15600,AKMJEK_15785,PAKNIB_15825,NPKKGL_16015,NCNPLN_17425,HICFFN_16290,PDGMNN_16020,LNCDGL_15790,MOCNOJ_15865,MBAGMH_14790,FCFEDA_16290,KIAGOF_16025,LGENEP_15970,BOACPM_16690,GEHLKP_15545,HGDNEH_11495,KDBOED_16140,CCFJDI_15355,OJCCDD_14585,MLAAMA_10910,OHBKOH_14775,CMGKAF_17480,BMJMLA_14725,OMOEPE_23215,CODKGK_14365,CMJGGH_15865,JAPNBN_15520,GMMDCK_16185
group_345,fimC,chaperone protein FimC,36,36,1.0,1,1729,,,,693,693,693.0,PELDJG_11260,IDBKBP_08340,LPINFE_07285,ECBHDB_06010,DADOMI_09145,ELDHGE_08320,MDPJHN_08200,HFNKEK_04720,AIPMEA_08160,AKMJEK_08340,PAKNIB_08160,NPKKGL_08340,NCNPLN_10020,HICFFN_09705,PDGMNN_08345,LNCDGL_07340,MOCNOJ_08165,MBAGMH_08160,FCFEDA_10010,KIAGOF_04905,LGENEP_11780,BOACPM_08155,GEHLKP_10680,HGDNEH_04985,KDBOED_09755,CCFJDI_09505,OJCCDD_07335,MLAAMA_08390,OHBKOH_22455,CMGKAF_07710,BMJMLA_22520,OMOEPE_01935,CODKGK_09930,CMJGGH_08390,JAPNBN_09675,GMMDCK_09085
group_344,,Inner membrane protein,36,36,1.0,1,1728,,,,693,693,693.0,PELDJG_08570,IDBKBP_11130,LPINFE_12000,ECBHDB_18445,DADOMI_04775,ELDHGE_11110,MDPJHN_20350,HFNKEK_12280,AIPMEA_10710,AKMJEK_10895,PAKNIB_10945,NPKKGL_11130,NCNPLN_08240,HICFFN_12260,PDGMNN_11135,LNCDGL_09895,MOCNOJ_10960,MBAGMH_10750,FCFEDA_08515,KIAGOF_12460,LGENEP_09015,BOACPM_10945,GEHLKP_06015,HGDNEH_20290,KDBOED_08045,CCFJDI_03560,OJCCDD_17980,MLAAMA_11430,OHBKOH_19255,CMGKAF_20510,BMJMLA_19195,OMOEPE_09305,CODKGK_20095,CMJGGH_19140,JAPNBN_05005,GMMDCK_20310
tolQ,tolQ,Tol-Pal system protein TolQ,36,36,1.0,1,1727,,,,693,693,693.0,PELDJG_07550,IDBKBP_12820,LPINFE_06390,ECBHDB_07570,DADOMI_08145,ELDHGE_12800,MDPJHN_11315,HFNKEK_03600,AIPMEA_12410,AKMJEK_12590,PAKNIB_12635,NPKKGL_12825,NCNPLN_13125,HICFFN_13950,PDGMNN_12830,LNCDGL_11585,MOCNOJ_12655,MBAGMH_12440,FCFEDA_13105,KIAGOF_03785,LGENEP_10705,BOACPM_15305,GEHLKP_12245,HGDNEH_03775,KDBOED_12865,CCFJDI_11070,OJCCDD_10435,MLAAMA_13495,OHBKOH_10445,CMGKAF_12080,BMJMLA_09385,OMOEPE_07855,CODKGK_07495,CMJGGH_11505,JAPNBN_11240,GMMDCK_10655
group_343,sanA,Uncharacterized periplasmic protein SanA affects membrane permeability for vancomycin,36,36,1.0,1,1726,,,,693,693,693.0,PELDJG_00890,IDBKBP_00890,LPINFE_00890,ECBHDB_00675,DADOMI_00405,ELDHGE_00870,MDPJHN_00890,HFNKEK_00890,AIPMEA_00890,AKMJEK_00890,PAKNIB_00890,NPKKGL_00890,NCNPLN_00890,HICFFN_00670,PDGMNN_00890,LNCDGL_00890,MOCNOJ_00890,MBAGMH_00890,FCFEDA_00885,KIAGOF_00890,LGENEP_00890,BOACPM_00890,GEHLKP_00830,HGDNEH_00890,KDBOED_00885,CCFJDI_08860,OJCCDD_00405,MLAAMA_00890,OHBKOH_03020,CMGKAF_00405,BMJMLA_00405,OMOEPE_02870,CODKGK_00890,CMJGGH_00890,JAPNBN_00830,GMMDCK_00405
rnaY,rnaY,phosphohydrolase,36,36,1.0,1,1725,,,,696,696,696.0,PELDJG_19810,IDBKBP_19880,LPINFE_21355,ECBHDB_20870,DADOMI_11610,ELDHGE_21180,MDPJHN_12570,HFNKEK_13990,AIPMEA_20615,AKMJEK_20965,PAKNIB_21000,NPKKGL_21185,NCNPLN_14455,HICFFN_20955,PDGMNN_21230,LNCDGL_21005,MOCNOJ_21415,MBAGMH_21385,FCFEDA_08030,KIAGOF_21210,LGENEP_13190,BOACPM_13880,GEHLKP_13495,HGDNEH_13655,KDBOED_14120,CCFJDI_13340,OJCCDD_11690,MLAAMA_16190,OHBKOH_11760,CMGKAF_13335,BMJMLA_11675,OMOEPE_06660,CODKGK_11325,CMJGGH_12815,JAPNBN_13500,GMMDCK_11970
rsuA,rsuA,16S rRNA pseudouridine(516) synthase RsuA,36,36,1.0,1,1724,,,,696,696,696.0,PELDJG_18445,IDBKBP_20720,LPINFE_19135,ECBHDB_19570,DADOMI_21550,ELDHGE_20245,MDPJHN_20855,HFNKEK_20260,AIPMEA_19290,AKMJEK_20025,PAKNIB_20060,NPKKGL_20250,NCNPLN_21015,HICFFN_19980,PDGMNN_20295,LNCDGL_20060,MOCNOJ_20105,MBAGMH_20450,FCFEDA_20535,KIAGOF_20275,LGENEP_19965,BOACPM_21165,GEHLKP_20295,HGDNEH_20800,KDBOED_19825,CCFJDI_18705,OJCCDD_19700,MLAAMA_20260,OHBKOH_19765,CMGKAF_10870,BMJMLA_19705,OMOEPE_15860,CODKGK_20605,CMJGGH_21290,JAPNBN_20270,GMMDCK_19780
lrgB,lrgB,CidB/LrgB family autolysis modulator,36,36,1.0,1,1723,,,,696,696,696.0,PELDJG_18240,IDBKBP_20515,LPINFE_18930,ECBHDB_19370,DADOMI_20700,ELDHGE_20040,MDPJHN_20655,HFNKEK_20055,AIPMEA_19085,AKMJEK_19820,PAKNIB_19855,NPKKGL_20050,NCNPLN_20815,HICFFN_19775,PDGMNN_20090,LNCDGL_19855,MOCNOJ_19900,MBAGMH_20245,FCFEDA_20330,KIAGOF_20070,LGENEP_19760,BOACPM_20960,GEHLKP_20090,HGDNEH_20595,KDBOED_19620,CCFJDI_18500,OJCCDD_19495,MLAAMA_20055,OHBKOH_19560,CMGKAF_10665,BMJMLA_19500,OMOEPE_15660,CODKGK_20400,CMJGGH_21085,JAPNBN_20065,GMMDCK_19575
napG,napG,ferredoxin-type protein NapG,36,36,1.0,1,1722,,,,696,696,696.0,PELDJG_15970,IDBKBP_16930,LPINFE_15420,ECBHDB_15155,DADOMI_16445,ELDHGE_17880,MDPJHN_17720,HFNKEK_17895,AIPMEA_17475,AKMJEK_17660,PAKNIB_17695,NPKKGL_17885,NCNPLN_18655,HICFFN_18165,PDGMNN_17285,LNCDGL_17055,MOCNOJ_17740,MBAGMH_16665,FCFEDA_18165,KIAGOF_17895,LGENEP_17075,BOACPM_18565,GEHLKP_17415,HGDNEH_16915,KDBOED_18010,CCFJDI_15820,OJCCDD_16465,MLAAMA_18445,OHBKOH_16650,CMGKAF_10975,BMJMLA_16595,OMOEPE_10285,CODKGK_16235,CMJGGH_17735,JAPNBN_17390,GMMDCK_17415
araD,araD,L-ribulose-5-phosphate 4-epimerase,36,36,1.0,1,1721,,,,696,696,696.0,PELDJG_14110,IDBKBP_14420,LPINFE_13960,ECBHDB_12465,DADOMI_13005,ELDHGE_14400,MDPJHN_15875,HFNKEK_15385,AIPMEA_13995,AKMJEK_14180,PAKNIB_14220,NPKKGL_14410,NCNPLN_16810,HICFFN_08495,PDGMNN_14415,LNCDGL_14190,MOCNOJ_15225,MBAGMH_17580,FCFEDA_14690,KIAGOF_14420,LGENEP_14605,BOACPM_12445,GEHLKP_14895,HGDNEH_16055,KDBOED_15520,CCFJDI_14740,OJCCDD_13970,MLAAMA_17585,OHBKOH_14160,CMGKAF_16870,BMJMLA_14115,OMOEPE_18820,CODKGK_13750,CMJGGH_15205,JAPNBN_14900,GMMDCK_15525
queC,queC,7-cyano-7-deazaguanine synthase QueC,36,36,1.0,1,1720,,,,696,696,696.0,PELDJG_11635,IDBKBP_08715,LPINFE_07660,ECBHDB_06385,DADOMI_09520,ELDHGE_08695,MDPJHN_08575,HFNKEK_05095,AIPMEA_08535,AKMJEK_08715,PAKNIB_08535,NPKKGL_08715,NCNPLN_10395,HICFFN_10080,PDGMNN_08720,LNCDGL_07715,MOCNOJ_08540,MBAGMH_08535,FCFEDA_10385,KIAGOF_05280,LGENEP_12155,BOACPM_08530,GEHLKP_11055,HGDNEH_05360,KDBOED_10130,CCFJDI_09880,OJCCDD_07710,MLAAMA_08765,OHBKOH_09025,CMGKAF_08085,BMJMLA_10455,OMOEPE_19895,CODKGK_10305,CMJGGH_08765,JAPNBN_10050,GMMDCK_09460
tsaB,tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,36,36,1.0,1,1719,,,,696,696,696.0,PELDJG_08970,IDBKBP_11530,LPINFE_12400,ECBHDB_18050,DADOMI_05175,ELDHGE_11510,MDPJHN_19955,HFNKEK_12680,AIPMEA_11110,AKMJEK_11295,PAKNIB_11345,NPKKGL_11530,NCNPLN_08640,HICFFN_12660,PDGMNN_11535,LNCDGL_10295,MOCNOJ_11360,MBAGMH_11150,FCFEDA_08915,KIAGOF_12860,LGENEP_09415,BOACPM_11345,GEHLKP_06415,HGDNEH_19895,KDBOED_08445,CCFJDI_03960,OJCCDD_17580,MLAAMA_11830,OHBKOH_18855,CMGKAF_20115,BMJMLA_18800,OMOEPE_08905,CODKGK_19700,CMJGGH_18740,JAPNBN_05405,GMMDCK_19910
mutH,mutH,DNA mismatch repair endonuclease MutH,36,36,1.0,1,1718,,,,696,696,696.0,PELDJG_02020,IDBKBP_02020,LPINFE_02020,ECBHDB_01810,DADOMI_01535,ELDHGE_02000,MDPJHN_02020,HFNKEK_02020,AIPMEA_02020,AKMJEK_02020,PAKNIB_02020,NPKKGL_02020,NCNPLN_02020,HICFFN_01800,PDGMNN_02020,LNCDGL_02020,MOCNOJ_02020,MBAGMH_02020,FCFEDA_02015,KIAGOF_02020,LGENEP_02020,BOACPM_02020,GEHLKP_01960,HGDNEH_02020,KDBOED_02015,CCFJDI_01365,OJCCDD_01535,MLAAMA_02020,OHBKOH_04150,CMGKAF_01535,BMJMLA_01535,OMOEPE_05905,CODKGK_02020,CMJGGH_02020,JAPNBN_01960,GMMDCK_01535
group_342,ybhL,Integral membrane protein YbhL putative Ca2+ regulator Bax inhibitor (BI-1)/TMBIM family,36,36,1.0,1,1717,,,,699,699,699.0,PELDJG_20770,IDBKBP_21815,LPINFE_22490,ECBHDB_21485,DADOMI_19760,ELDHGE_21795,MDPJHN_21960,HFNKEK_21355,AIPMEA_21230,AKMJEK_21580,PAKNIB_21615,NPKKGL_21800,NCNPLN_22120,HICFFN_09400,PDGMNN_21845,LNCDGL_21620,MOCNOJ_21235,MBAGMH_22000,FCFEDA_21635,KIAGOF_21825,LGENEP_21530,BOACPM_13350,GEHLKP_20905,HGDNEH_21890,KDBOED_21315,CCFJDI_20610,OJCCDD_21640,MLAAMA_21780,OHBKOH_21380,CMGKAF_22115,BMJMLA_21285,OMOEPE_14145,CODKGK_21685,CMJGGH_22380,JAPNBN_20885,GMMDCK_21945
flgD,flgD,flagellar hook assembly protein FlgD,36,36,1.0,1,1716,,,,699,699,699.0,PELDJG_14960,IDBKBP_15290,LPINFE_15185,ECBHDB_14115,DADOMI_14670,ELDHGE_16235,MDPJHN_16720,HFNKEK_16255,AIPMEA_15830,AKMJEK_16015,PAKNIB_16055,NPKKGL_16245,NCNPLN_17655,HICFFN_16520,PDGMNN_16250,LNCDGL_16020,MOCNOJ_16095,MBAGMH_15020,FCFEDA_16520,KIAGOF_16255,LGENEP_16200,BOACPM_16920,GEHLKP_15775,HGDNEH_11725,KDBOED_16370,CCFJDI_15585,OJCCDD_14815,MLAAMA_11140,OHBKOH_15005,CMGKAF_17710,BMJMLA_14955,OMOEPE_16665,CODKGK_14595,CMJGGH_16095,JAPNBN_15750,GMMDCK_16415
rfaY,rfaY,lipopolysaccharide core heptose(II) kinase RfaY,36,36,1.0,1,1715,,,,699,699,699.0,PELDJG_13915,IDBKBP_14225,LPINFE_13765,ECBHDB_12270,DADOMI_12810,ELDHGE_14205,MDPJHN_15680,HFNKEK_15190,AIPMEA_13800,AKMJEK_13985,PAKNIB_14025,NPKKGL_14215,NCNPLN_16615,HICFFN_08690,PDGMNN_14220,LNCDGL_13995,MOCNOJ_15030,MBAGMH_19550,FCFEDA_14495,KIAGOF_14225,LGENEP_14410,BOACPM_12640,GEHLKP_14700,HGDNEH_15860,KDBOED_15325,CCFJDI_14545,OJCCDD_13775,MLAAMA_17390,OHBKOH_13965,CMGKAF_16675,BMJMLA_13920,OMOEPE_22965,CODKGK_13555,CMJGGH_15010,JAPNBN_14705,GMMDCK_15330
exoX,exoX,exodeoxyribonuclease X,36,36,1.0,1,1714,,,,699,699,699.0,PELDJG_08660,IDBKBP_11220,LPINFE_12090,ECBHDB_18355,DADOMI_04865,ELDHGE_11200,MDPJHN_20260,HFNKEK_12370,AIPMEA_10800,AKMJEK_10985,PAKNIB_11035,NPKKGL_11220,NCNPLN_08330,HICFFN_12350,PDGMNN_11225,LNCDGL_09985,MOCNOJ_11050,MBAGMH_10840,FCFEDA_08605,KIAGOF_12550,LGENEP_09105,BOACPM_11035,GEHLKP_06105,HGDNEH_20200,KDBOED_08135,CCFJDI_03650,OJCCDD_17890,MLAAMA_11520,OHBKOH_19165,CMGKAF_20420,BMJMLA_19105,OMOEPE_09215,CODKGK_20005,CMJGGH_19050,JAPNBN_05095,GMMDCK_20220
group_341,,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,36,36,1.0,1,1713,,,,699,699,699.0,PELDJG_00230,IDBKBP_00230,LPINFE_00230,ECBHDB_00015,DADOMI_21000,ELDHGE_00215,MDPJHN_00230,HFNKEK_00230,AIPMEA_00230,AKMJEK_00230,PAKNIB_00230,NPKKGL_00230,NCNPLN_00230,HICFFN_00010,PDGMNN_00230,LNCDGL_00230,MOCNOJ_00230,MBAGMH_00230,FCFEDA_00230,KIAGOF_00230,LGENEP_00230,BOACPM_00230,GEHLKP_00170,HGDNEH_00230,KDBOED_00225,CCFJDI_08200,OJCCDD_20495,MLAAMA_00230,OHBKOH_20110,CMGKAF_20840,BMJMLA_20015,OMOEPE_13295,CODKGK_00230,CMJGGH_00230,JAPNBN_00170,GMMDCK_20640
group_339,,DUF2461 domain-containing protein,36,36,1.0,1,1711,,,,702,702,702.0,PELDJG_18925,IDBKBP_21200,LPINFE_20310,ECBHDB_20045,DADOMI_18800,ELDHGE_20725,MDPJHN_21340,HFNKEK_20740,AIPMEA_19770,AKMJEK_20505,PAKNIB_20540,NPKKGL_20730,NCNPLN_21500,HICFFN_20455,PDGMNN_20775,LNCDGL_20540,MOCNOJ_20585,MBAGMH_20930,FCFEDA_21020,KIAGOF_20755,LGENEP_20445,BOACPM_21645,GEHLKP_21570,HGDNEH_21275,KDBOED_20305,CCFJDI_19190,OJCCDD_20180,MLAAMA_20735,OHBKOH_20765,CMGKAF_21495,BMJMLA_20670,OMOEPE_22520,CODKGK_22350,CMJGGH_21765,JAPNBN_21610,GMMDCK_21295
fre,fre,NAD(P)H-flavin reductase,36,36,1.0,1,1710,,,,702,702,702.0,PELDJG_18535,IDBKBP_20810,LPINFE_19920,ECBHDB_19655,DADOMI_18410,ELDHGE_20335,MDPJHN_20950,HFNKEK_20350,AIPMEA_19380,AKMJEK_20115,PAKNIB_20150,NPKKGL_20340,NCNPLN_21110,HICFFN_20065,PDGMNN_20385,LNCDGL_20150,MOCNOJ_20195,MBAGMH_20540,FCFEDA_20630,KIAGOF_20365,LGENEP_20055,BOACPM_21255,GEHLKP_23015,HGDNEH_20885,KDBOED_19915,CCFJDI_18790,OJCCDD_19790,MLAAMA_20345,OHBKOH_20375,CMGKAF_21105,BMJMLA_20280,OMOEPE_16925,CODKGK_23295,CMJGGH_21375,JAPNBN_23090,GMMDCK_20905
ycgM,ycgM,2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-17-dioic acid hydratase (catechol pathway),36,36,1.0,1,1709,,,,702,702,702.0,PELDJG_18215,IDBKBP_20490,LPINFE_18905,ECBHDB_19345,DADOMI_20675,ELDHGE_20015,MDPJHN_20630,HFNKEK_20030,AIPMEA_19060,AKMJEK_19795,PAKNIB_19830,NPKKGL_20025,NCNPLN_20790,HICFFN_19750,PDGMNN_20065,LNCDGL_19830,MOCNOJ_19875,MBAGMH_20220,FCFEDA_20305,KIAGOF_20045,LGENEP_19735,BOACPM_20935,GEHLKP_20065,HGDNEH_20570,KDBOED_19595,CCFJDI_18475,OJCCDD_19470,MLAAMA_20030,OHBKOH_19535,CMGKAF_10640,BMJMLA_19475,OMOEPE_23670,CODKGK_20375,CMJGGH_21060,JAPNBN_20040,GMMDCK_19550
group_337,iclR,DNA-binding transcriptional regulator IclR family,36,36,1.0,1,1707,,,,702,702,702.0,PELDJG_01545,IDBKBP_01545,LPINFE_01545,ECBHDB_01335,DADOMI_01060,ELDHGE_01525,MDPJHN_01545,HFNKEK_01545,AIPMEA_01545,AKMJEK_01545,PAKNIB_01545,NPKKGL_01545,NCNPLN_01545,HICFFN_01325,PDGMNN_01545,LNCDGL_01545,MOCNOJ_01545,MBAGMH_01545,FCFEDA_01540,KIAGOF_01545,LGENEP_01545,BOACPM_01545,GEHLKP_01485,HGDNEH_01545,KDBOED_01540,CCFJDI_01840,OJCCDD_01060,MLAAMA_01545,OHBKOH_03675,CMGKAF_01060,BMJMLA_01060,OMOEPE_03525,CODKGK_01545,CMJGGH_01545,JAPNBN_01485,GMMDCK_01060
group_336,yhaK,Redox-sensitive bicupin YhaK pirin superfamily,36,36,1.0,1,1706,,,,702,702,702.0,PELDJG_00815,IDBKBP_00815,LPINFE_00815,ECBHDB_00600,DADOMI_00330,ELDHGE_00795,MDPJHN_00815,HFNKEK_00815,AIPMEA_00815,AKMJEK_00815,PAKNIB_00815,NPKKGL_00815,NCNPLN_00815,HICFFN_00595,PDGMNN_00815,LNCDGL_00815,MOCNOJ_00815,MBAGMH_00815,FCFEDA_00810,KIAGOF_00815,LGENEP_00815,BOACPM_00815,GEHLKP_00755,HGDNEH_00815,KDBOED_00810,CCFJDI_08785,OJCCDD_00330,MLAAMA_00815,OHBKOH_02945,CMGKAF_00330,BMJMLA_00330,OMOEPE_02795,CODKGK_00815,CMJGGH_00815,JAPNBN_00755,GMMDCK_00330
group_335,fadR,DNA-binding transcriptional regulator FadR family,36,36,1.0,1,1704,,,,705,705,705.0,PELDJG_20895,IDBKBP_21940,LPINFE_22615,ECBHDB_21610,DADOMI_19885,ELDHGE_21920,MDPJHN_22085,HFNKEK_21480,AIPMEA_21355,AKMJEK_21705,PAKNIB_21740,NPKKGL_21925,NCNPLN_22245,HICFFN_09525,PDGMNN_21970,LNCDGL_21745,MOCNOJ_21360,MBAGMH_22125,FCFEDA_21760,KIAGOF_21950,LGENEP_21655,BOACPM_13475,GEHLKP_21030,HGDNEH_22015,KDBOED_21440,CCFJDI_20735,OJCCDD_21765,MLAAMA_21905,OHBKOH_21505,CMGKAF_22240,BMJMLA_21410,OMOEPE_14270,CODKGK_21810,CMJGGH_22505,JAPNBN_21010,GMMDCK_22070
mukE,mukE,chromosome partition protein MukE,36,36,1.0,1,1703,,,,705,705,705.0,PELDJG_15860,IDBKBP_16185,LPINFE_20600,ECBHDB_15015,DADOMI_15565,ELDHGE_17130,MDPJHN_17615,HFNKEK_17150,AIPMEA_16725,AKMJEK_16910,PAKNIB_16950,NPKKGL_17140,NCNPLN_18550,HICFFN_17415,PDGMNN_17145,LNCDGL_16915,MOCNOJ_16990,MBAGMH_15915,FCFEDA_17415,KIAGOF_17150,LGENEP_15480,BOACPM_17815,GEHLKP_16670,HGDNEH_11065,KDBOED_17265,CCFJDI_20835,OJCCDD_15710,MLAAMA_10480,OHBKOH_15900,CMGKAF_18605,BMJMLA_15850,OMOEPE_02695,CODKGK_15490,CMJGGH_16990,JAPNBN_16645,GMMDCK_17310
